address,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"3128 CHELSEA CIR, Ann Arbor, MI",42.239792,-83.715286,1,range_interpolation,3128,"Chelsea Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2413 LAURELWOOD CIR, Ann Arbor, MI",42.23284,-83.712839,1,range_interpolation,2413,"Laurelwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1105 NIELSEN CT, Ann Arbor, MI",42.288758,-83.735632,1,range_interpolation,1105,"Nielsen Ct",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3580 PHEASANT RUN CIR, Ann Arbor, MI",42.236435,-83.723697,1,range_interpolation,3580,"Pheasant Run Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3114 WILLIAMSBURG DR, Ann Arbor, MI",42.234927,-83.696823,0.6,range_interpolation,3114,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2284 Hardyke Ct, Ann Arbor, MI",42.232122,-83.714082,1,range_interpolation,2284,"Hardyke Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"322 E LIBERTY ST 18, Ann Arbor, MI",42.279207,-83.745182,1,rooftop,322,"E Liberty St 18",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2528 Arrowwood Trl, Ann Arbor, MI",42.308803,-83.731994,1,range_interpolation,2528,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"149 E HOOVER AVE, Ann Arbor, MI",42.26957,-83.748366,1,range_interpolation,149,"E Hoover Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"3035 LAKEHAVEN CT, Ann Arbor, MI",42.286639,-83.698525,1,range_interpolation,3035,"Lakehaven Ct",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 12G, Ann Arbor, MI",42.277977,-83.742168,1,rooftop,555,"E William St 12G",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2797 Arrowwood Trl, Ann Arbor, MI",42.307434,-83.729243,1,range_interpolation,2797,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2406 ARROWWOOD TRL, Ann Arbor, MI",42.307835,-83.733309,1,range_interpolation,2406,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"1600 GENEVA RD, Ann Arbor, MI",42.262771,-83.781789,0.6,street_center,,"Geneva Rd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2580 ADRIENNE DR, Ann Arbor, MI",42.269306,-83.782377,1,range_interpolation,2580,"Adrienne Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2903 BRAEBURN CIR, Ann Arbor, MI",42.233132,-83.70912,1,range_interpolation,2903,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3237 HOMESTEAD COMMONS DR, Ann Arbor, MI",42.241838,-83.715767,1,range_interpolation,3237,"Homestead Commons Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2297 Hardyke Ct, Ann Arbor, MI",42.231825,-83.714138,1,range_interpolation,2297,"Hardyke Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2728 BEACON HILL ST, Ann Arbor, MI",42.250855,-83.704286,1,rooftop,2728,"Beacon Hill St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"555 E WILLIAM ST 24A, Ann Arbor, MI",42.278059,-83.742578,1,rooftop,555,"E William St 24A",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"3050 BRAEBURN CIR, Ann Arbor, MI",42.234601,-83.708803,1,range_interpolation,3050,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2332 Jonathan Ct, Ann Arbor, MI",42.231252,-83.710503,1,range_interpolation,2332,"Jonathan Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2318 ARROWWOOD TRL, Ann Arbor, MI",42.307453,-83.734705,1,range_interpolation,2318,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2269 HARDYKE CT, Ann Arbor, MI",42.23182,-83.714045,1,range_interpolation,2269,"Hardyke Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1408 ASTOR AVE, Ann Arbor, MI",42.257027,-83.732142,1,range_interpolation,1408,"Astor Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"2342 Arrowwood Trl, Ann Arbor, MI",42.307448,-83.734411,1,range_interpolation,2342,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3109 3121 Wolverine Dr, Ann Arbor, MI",42.2373,-83.697796,0.9,range_interpolation,3109,"Wolverine Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3463 BRAEBURN CIR, Ann Arbor, MI",42.23419,-83.708714,0.9,range_interpolation,3463,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 14A, Ann Arbor, MI",42.278059,-83.742578,1,rooftop,555,"E William St 14A",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2279 Hardyke Ct, Ann Arbor, MI",42.231822,-83.714078,1,range_interpolation,2279,"Hardyke Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3298 Braeburn Cir, Ann Arbor, MI",42.234811,-83.707965,1,range_interpolation,3298,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 12K, Ann Arbor, MI",42.277973,-83.742494,1,rooftop,555,"E William St 12K",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"3449 Braeburn Cir, Ann Arbor, MI",42.234102,-83.708749,0.9,range_interpolation,3449,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2617 Braeburn Cir, Ann Arbor, MI",42.234404,-83.708654,0.9,range_interpolation,2617,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3122 WILLIAMSBURG DR, Ann Arbor, MI",42.234934,-83.696788,0.6,range_interpolation,3122,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1433 WISTERIA DR, Ann Arbor, MI",42.258638,-83.731876,1,range_interpolation,1433,"Wisteria Dr",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"265 PARK LAKE AVE, Ann Arbor, MI",42.28112,-83.792849,1,rooftop,265,"Park Lake Ave",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Washtenaw
"3267 BRAEBURN CIR, Ann Arbor, MI",42.234659,-83.708134,0.9,range_interpolation,3267,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 22F, Ann Arbor, MI",42.278,-83.742401,1,rooftop,555,"E William St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"2700 ADRIENNE DR, Ann Arbor, MI",42.268513,-83.781454,1,range_interpolation,2700,"Adrienne Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3530 3536 Edgewood Dr, Ann Arbor, MI",42.253115,-83.690913,1,rooftop,3536,"Edgewood Dr",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"543 LONG SHORE DR A, Ann Arbor, MI",42.291422,-83.741051,1,rooftop,543,"Long Shore Dr A",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Washtenaw
"1418 ASTOR AVE, Ann Arbor, MI",42.257038,-83.732066,1,range_interpolation,1418,"Astor Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"1404 CREAL CRES, Ann Arbor, MI",42.293523,-83.773485,1,range_interpolation,1404,"Creal Cres",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"1220 FAIR OAKS PKY, Ann Arbor, MI",42.266686,-83.724642,1,rooftop,1220,"Fair Oaks Pkwy",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"2635 Arrowwood Trl, Ann Arbor, MI",42.308538,-83.730548,1,range_interpolation,2635,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3041 WILLIAMSBURG DR, Ann Arbor, MI",42.234393,-83.695404,0.74,nearest_rooftop_match,3001,"Williamsburg Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,Semcog
"2920 BIRCH HOLLOW DR, Ann Arbor, MI",42.238834,-83.723869,1,range_interpolation,2920,"Birch Hollow Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2848 BRAEBURN CIR, Ann Arbor, MI",42.234658,-83.708162,1,range_interpolation,2848,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2665 Arrowwood Trl, Ann Arbor, MI",42.308728,-83.730133,1,range_interpolation,2665,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2313 PACKARD ST A 101, Ann Arbor, MI",42.254157,-83.724531,1,rooftop,2313,"Packard St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"2656 ARROWWOOD TRL, Ann Arbor, MI",42.30842,-83.730095,1,range_interpolation,2656,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2703 ARROWWOOD TRL, Ann Arbor, MI",42.308647,-83.729378,1,range_interpolation,2703,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2701 Arrowwood Trl, Ann Arbor, MI",42.308664,-83.729396,1,range_interpolation,2701,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2320 JONATHAN CT, Ann Arbor, MI",42.231268,-83.710957,1,range_interpolation,2320,"Jonathan Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2436 Arrowwood Trl, Ann Arbor, MI",42.308083,-83.732834,1,range_interpolation,2436,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2683 Arrowwood Trl, Ann Arbor, MI",42.308783,-83.729827,1,range_interpolation,2683,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2972 Braeburn Cir, Ann Arbor, MI",42.234085,-83.709054,0.9,range_interpolation,2972,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2233 HEMLOCK CT, Ann Arbor, MI",42.232457,-83.710319,1,range_interpolation,2233,"Hemlock Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2683 Braeburn Cir, Ann Arbor, MI",42.231703,-83.707476,1,range_interpolation,2683,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2821 ARROWWOOD TRL, Ann Arbor, MI",42.307193,-83.729554,1,range_interpolation,2821,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2273 HEMLOCK CT, Ann Arbor, MI",42.231933,-83.71092,1,range_interpolation,2273,"Hemlock Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2546 Arrowwood Trl, Ann Arbor, MI",42.308769,-83.731732,1,range_interpolation,2546,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2868 Braeburn Cir, Ann Arbor, MI",42.234659,-83.70811,1,range_interpolation,2868,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2262 SHADOWOOD DR, Ann Arbor, MI",42.232047,-83.714376,1,range_interpolation,2262,"Shadowood Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3245 BRAEBURN CIR, Ann Arbor, MI",42.234657,-83.708206,0.9,range_interpolation,3245,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 13D, Ann Arbor, MI",42.278062,-83.742333,1,rooftop,555,"E William St 13D",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"3279 BRAEBURN CIR, Ann Arbor, MI",42.23466,-83.708095,0.9,range_interpolation,3279,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2285 HEMLOCK CT, Ann Arbor, MI",42.232992,-83.710258,1,range_interpolation,2285,"Hemlock Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2362 Arrowwood Trl, Ann Arbor, MI",42.307505,-83.733854,1,range_interpolation,2362,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3021 Williamsburg Dr, Ann Arbor, MI",42.234393,-83.695404,0.78,nearest_rooftop_match,3001,"Williamsburg Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,Semcog
"3341 BRAEBURN CIR, Ann Arbor, MI",42.233402,-83.708837,0.9,range_interpolation,3341,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2503 BRAEBURN CIR, Ann Arbor, MI",42.231002,-83.706602,1,range_interpolation,2503,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1521 DURANGO DR, Ann Arbor, MI",42.262514,-83.78035,1,range_interpolation,1521,"Durango Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"1401 GENEVA RD, Ann Arbor, MI",42.262535,-83.78196,1,range_interpolation,1401,"Geneva Rd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3037 Williamsburg Dr, Ann Arbor, MI",42.234393,-83.695404,0.75,nearest_rooftop_match,3001,"Williamsburg Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,Semcog
"2422 LAURELWOOD CIR, Ann Arbor, MI",42.232456,-83.712842,1,range_interpolation,2422,"Laurelwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2291 HARDYKE CT, Ann Arbor, MI",42.231824,-83.714118,1,range_interpolation,2291,"Hardyke Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2956 HUNLEY DR, Ann Arbor, MI",42.314791,-83.731284,1,rooftop,2956,"Hunley Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Washtenaw
"2211 PACKARD ST, Ann Arbor, MI",42.255703,-83.72625,1,range_interpolation,2211,"Packard St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"3261 COLUMBUS CT, Ann Arbor, MI",42.28922,-83.796423,1,range_interpolation,3261,"Columbus Ct",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2779 Arrowwood Trl, Ann Arbor, MI",42.307649,-83.729089,1,range_interpolation,2779,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3143 BRAEBURN CIR, Ann Arbor, MI",42.233265,-83.708969,1,range_interpolation,3143,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2319 SHADOWOOD DR, Ann Arbor, MI",42.232524,-83.713789,1,range_interpolation,2319,"Shadowood Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"300 NOB HILL PL, Ann Arbor, MI",42.270856,-83.751514,1,range_interpolation,300,"Nob Hill Pl",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3440 3446 Richard St, Ann Arbor, MI",42.2509,-83.690646,1,rooftop,3446,"Richard St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"312 PINE RIDGE ST, Ann Arbor, MI",42.283901,-83.767682,1,rooftop,312,"Pine Ridge St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"2888 CASCADE DR, Ann Arbor, MI",42.245827,-83.70249,1,range_interpolation,2888,"Cascade Dr",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"555 LONG SHORE DR B, Ann Arbor, MI",42.291634,-83.74081,1,rooftop,555,"Long Shore Dr A",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Washtenaw
"2670 ARROWWOOD TRL, Ann Arbor, MI",42.308478,-83.729952,1,range_interpolation,2670,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3322 WILLIAMSBURG DR, Ann Arbor, MI",42.236352,-83.696262,0.6,range_interpolation,3322,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2773 Arrowwood Trl, Ann Arbor, MI",42.307738,-83.729023,1,range_interpolation,2773,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3121 LAKEHAVEN DR, Ann Arbor, MI",42.285925,-83.697118,1,rooftop,3121,Lakehaven,,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"2638 ARROWWOOD TRL, Ann Arbor, MI",42.308273,-83.7304,1,range_interpolation,2638,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2345 Jonathan Ct, Ann Arbor, MI",42.231208,-83.710163,1,range_interpolation,2345,"Jonathan Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2464 LAURELWOOD CIR, Ann Arbor, MI",42.232533,-83.711547,1,range_interpolation,2464,"Laurelwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3296 Braeburn Cir, Ann Arbor, MI",42.234661,-83.708039,1,range_interpolation,3296,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3204 BRAEBURN CIR, Ann Arbor, MI",42.234629,-83.708328,1,range_interpolation,3204,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3120 WILLIAMSBURG DR, Ann Arbor, MI",42.234932,-83.696796,0.6,range_interpolation,3120,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2901 Braeburn Cir, Ann Arbor, MI",42.233265,-83.708969,1,range_interpolation,2901,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2324 Jonathan Ct, Ann Arbor, MI",42.231262,-83.710873,1,range_interpolation,2324,"Jonathan Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3051 LAKEHAVEN CT, Ann Arbor, MI",42.286623,-83.698682,1,range_interpolation,3051,"Lakehaven Ct",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2963 Braeburn Cir, Ann Arbor, MI",42.233965,-83.709069,1,range_interpolation,2963,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2609 Arrowwood Trl, Ann Arbor, MI",42.308555,-83.73086,1,range_interpolation,2609,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2413 PACKARD ST 55E, Ann Arbor, MI",42.25333,-83.724096,1,rooftop,2413,"Packard St 55E",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2445 LAURELWOOD CIR, Ann Arbor, MI",42.232625,-83.712203,1,range_interpolation,2445,"Laurelwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3005 WILLIAMSBURG DR, Ann Arbor, MI",42.234393,-83.695404,0.81,nearest_rooftop_match,3001,"Williamsburg Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,Semcog
"1621 DURANGO DR, Ann Arbor, MI",42.262025,-83.78033,1,range_interpolation,1621,"Durango Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2610 ARROWWOOD TRL, Ann Arbor, MI",42.308273,-83.730964,1,range_interpolation,2610,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2387 Arrowwood Trl, Ann Arbor, MI",42.307929,-83.733685,1,range_interpolation,2387,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2335 JONATHAN CT, Ann Arbor, MI",42.231528,-83.710379,1,range_interpolation,2335,"Jonathan Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2753 Braeburn Cir, Ann Arbor, MI",42.232096,-83.707987,1,range_interpolation,2753,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2283 HARDYKE CT, Ann Arbor, MI",42.231822,-83.714092,1,range_interpolation,2283,"Hardyke Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2203 S HURON PKY 3, Ann Arbor, MI",42.255147,-83.695678,1,rooftop,2203,"S Huron Pky 3",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"258 COLUMBUS DR, Ann Arbor, MI",42.288478,-83.795086,1,range_interpolation,258,"Columbus Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2424 Arrowwood Trl, Ann Arbor, MI",42.307953,-83.733033,1,range_interpolation,2424,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2261 HEMLOCK CT, Ann Arbor, MI",42.231914,-83.710689,1,range_interpolation,2261,"Hemlock Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1340 KAY PKY, Ann Arbor, MI",42.265214,-83.767493,1,rooftop,1340,"Kay Pkwy",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"2312 Arrowwood Trl, Ann Arbor, MI",42.307455,-83.734779,1,range_interpolation,2312,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2843 Braeburn Cir, Ann Arbor, MI",42.232608,-83.708811,1,range_interpolation,2843,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 23B, Ann Arbor, MI",42.27806,-83.742496,1,rooftop,555,"E William St 23B",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"555 E WILLIAM ST 16K, Ann Arbor, MI",42.277973,-83.742494,1,rooftop,555,"E William St 16K",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"889 WICKFIELD CT, Ann Arbor, MI",42.302328,-83.732065,1,rooftop,889,"Wickfield Ct",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"2696 ARROWWOOD TRL, Ann Arbor, MI",42.308446,-83.729637,1,range_interpolation,2696,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3369 LANDINGS DR, Ann Arbor, MI",42.289829,-83.795241,0.9,range_interpolation,3369,"Landings Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2581 Braeburn Cir, Ann Arbor, MI",42.231081,-83.70694,1,range_interpolation,2581,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2607 Arrowwood Trl, Ann Arbor, MI",42.308566,-83.730882,1,range_interpolation,2607,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2630 ADRIENNE DR, Ann Arbor, MI",42.268753,-83.782367,1,range_interpolation,2630,"Adrienne Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"718 N FOURTH AV, Ann Arbor, MI",42.28749,-83.745939,1,rooftop,718,"N 4th Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"1780 BROOKFIELD DR, Ann Arbor, MI",42.248068,-83.764477,1,range_interpolation,1780,"Brookfield Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2466 LAURELWOOD CIR, Ann Arbor, MI",42.23261,-83.711493,1,range_interpolation,2466,"Laurelwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2909 CASCADE DR, Ann Arbor, MI",42.246162,-83.702634,1,range_interpolation,2909,"Cascade Dr",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
